id,text
296187893788065792,Missing the bad weather again!!! Talk about being lucky http://t.co/AkgV1qW1
295660286139039745,Well. Lost power at home overnight. Off to chermside with bec // going to be an interesting day
295485844473659392,Home alone in the dark because no power. WELP.
295380187367997440,"@mitchmarsh235  #bigwet  rain, rain, rain Coast is pretty bad"
296228875015426049,Tue Jan 29 2013 12:10:41 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E020S Date: 2013-029
295482208779653120,@mummy__issues @myrantypants @neesayer @findyoursimple @kirri_white Thanks. We are in Stanthorpe for the long w/end.hasn't stopped raining
296046526172647424,Incase you're unaware - JB HiFi Oxley is closed due to flooding! Roads are cut off and no one can get to. Stay safe! #bigwet
295516700613410817,@karlstefanovic no power where I am and backyards kinda flooding
295431671904366592,#bigwet starting to get some serious weather in the city. From New Farm. http://t.co/NXSo1vwx
295333056615702530,"@wwwbigbaldhead Bit cloudy, worse In Queensland though :/ (floods and rain)"
295420842643423232,My backyard now has a river running through it #bigwet #brisbane #australia #rainrain @ Sluzza Halfway House http://t.co/K8zESdI0
295797346686619649,"You better look like a drowned rat in gumboots @Magdalena_Roze .  See attached, there's rules about flood reporting. http://t.co/rvfxWzAb"
295654189571375104,@chefmattmoran @RiverbarKitchen good luck from us all. Sing out if you neeed a hand to clean up and/store some stock.
295898273275842561,"@TonyAbbottMHR Sad about the loss of life, but 4 all the rest what brings people togeather is the removal of what keeps them apart."
296008765826801665,"@voitstarr At least it's not as bad as 2011. Still awful, but not like last time. Really want to go help clean up instead of work!"
295461516034068480,"@memily nope they made it thru flooded wsters at Warwick and just got thru the range,  all traffic stopped at aratula now"
295521436817309696,"It's all well &amp; good to be evacuating the areas around Glenore Grove, but the fucking roads have been cut since this afternoon!"
295408337514803200,Wow ... RT @nosnikta53: RT @krystle_7: this was taken near the beach on the #GC #CycloneOswald #bigwet #storm http://t.co/AfItyduM
295719037902675968,We have power!!!! Again!!! Please don't leave us ever again.
296075922044514304,Poor Brisbane! Not again! Thinking of everyone whose being affected by floods at the moment. Northern NSW too. #bigwet #qldfloods #Grafton
295452248908107777,"@Andy_Downunda yea, just skip it and move on, wait its blocked by water :( yea my thoughts are out to everybody stick with this weather!"
296066478636158977,"Elevated view of Brisbane River in flood at Pine Mtn area, mid-morn 29/1/13. Foreground normally dry ground! #bigwet #IpswichQld #qldfloods"
295389782417211393,"At Brisbane Airport, wild gale force winds, pelting torrential rain, massive tree down on Toombul road on the way in."
296155827750989825,Firies helping clear out the mud from Torwood street. #qldfloods http://t.co/sbtIdwtS
297292690838679554,@theqldpremier ... Or flood tubes for single buildings  http://t.co/AOU7FIFd
296063133854863360,The river is slowly creeping up! @ Riverside Ferry Terminal http://t.co/2g7iunyc
295633669316562944,@ShpunkyLady66 good to hear this weather has been complete maddness we sunny today but still v windy
295449377324027904,#rain is now trending in #Brisbane http://t.co/XLYcmGe6
295747844416090112,Flooded @ West End Ferry Terminal http://t.co/oNldx71Z
297261235483856897,@westendbikehub @rhyslyster Have a great ride.I'll be thinking of you from wet QLD
297323971144192000,@RealBrettHansen I'm drinking wine in the storm too!
295798806153416704,I missed my first day of school cause of floods in Maryborough and all around Queensland I'm stuck in Hervey Bay  so happy I'm crying
295432561742729216,"Im praying,we ALL STAY SAFE through this #Australia #bigwet please please be careful"
295452122718294016,Flood will be flood forever. Doesn't matter if it's worse than 2 years ago
296149485694877698,"@garethjs @nicodonnell Yeah, only had 2 days to update before expiry and we have the huge rain/damage here that made me too busy."
295857653337448448,Not so much a playground anymore  #Australia #Aftermath #Bellbowrie #Bri @ Moggill Ferry Reserve Playground http://t.co/6GpQ7leB
295445369247113216,Hope everyone is safe in this weather!
295927150190661632,@smegzyy ha it was but were in floods at the min not stopped raining so dont be to jel xx
295877029914611712,@MelissaJoanHart any chance of a Rt to show appreciation for all our SES workers in Qld Australia in these horrendous floods? #hugeaussiefan
296953045558898688,Thu Jan 31 2013 12:08:17 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-031
295460152159645696,"@mikehallett55 Brisbane River is looking very swollen, just like your PA's back doors after a cheeky store cupboard pounding! #VeryWetnMoist"
295813824689352706,"Scary to think 5 days ago I was desperate to leave Bundaberg, now it's under water. Natural disasters are NOT cool!"
295513462610731008,@VirginAustralia We are stranded at BNE - is there any limit on hotel or cab costs that will be reimbursed due to flight cancellation?
295450173692334080,"We would really appreciate some prayer for the people of Queensland, a lot of areas of our State are again facing floods &amp; tornados. Thank u"
295437739967541249,"Serious if you don't feel confident driving in this weather, get off the road. Your putting others lives at risk #bigwet"
295679277893038080,@Miss_Chezz yeah all of us are good thx xxxx winds havent eased here
296488708062969857,The water is now touching the bottom of the bridge. #QLDfloods #floods #Australia  @ Fitzy's Waterford http://t.co/TQNYNNjy
295681714112561152,"No power, Elanora is at risk of flooding and I LIVE ON A FREAKING ISLAND!!!"
295858098294378496,@gusgould91 in QLD always in the dark?
295763372278951938,@dgr_dgr you got power at your place??
295411706056814593,Glad we are not relying on channel 9 for information about the floods. Showing the same footage they showed at 7:30 this morning?
295731888335757312,The Brisbane River is going to peak at Noon tomorrow. Prepare your homes if yo @ Ken Fletcher Park Tennyson http://t.co/GY7XPn5F
295342741544656896,@RadhikaR we as family are fine just a bit wet lol
296208300255617024,@ccowman87 Haha! I just assumed that with all this rain we'd have plenty of extra water that needed to be used up
296271528113369088,@hamizaaah breaking news from Aussie: it's flooding everywhere and summer only today. Am very scared.
295833604297203712,@Caarlax #beautiful #frecklybasterd :p aww the floods are wild eh! Hope to fuck it doesn't reach me haha! X
295382399276171265,@B105Brisbane Large tree down on the Sunshine motorway heading south just past Bris Entertainment centre exit. Big delays.
295514962238001152,@NiallOfficial dialling for the floods again D; ahhh save up superhoran
295409077884948481,Is any where in Brisbane city open? Like bars and such?? #BigWet
295821226151137280,"Channel 7 flood coverage heads &amp; shoulders above 9. Just reporting, not harassing people! Well done Ch 7!"
296017201721376768,@martbooth alls good here at the moment cyclones passed! Our house is on the street closest to river!!! http://t.co/soT2betN
295578365501530113,@x1n30 It's been full on here since about 10am. Never seen anything like it. Think it might be starting to head south slowly though.
295428871648604162,the gormless quirk stating the bleeding obvious model schmodel #SEQFloods
295758504344567808,My poor Brissy :( #bigwet #flood #heartbreak #notagain @ Thornton Street Ferry Terminal http://t.co/6Jkltu3v
295526533169291265,It's about 5 meters under cover to my back door. The rain was so sideways it struck the door!
295890673943584768,@jaybuenvenida14 @IHaveNiamFeels well I have no power still til tomorrow now :(
297313859730042880,Fri Feb 01 2013 12:02:02 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-032
295767759021817856,#bundabergfloods current situation at the bridge. Water is over the banks of the river #bigwet #bundaberg #flood http://t.co/IYa8iOfj
295477113585299456,@NatsWise all good ta love. Stuck in a storm atm-great! You dandy?
295898592839888898,"Got out on a Black Hawk helicopter, could see from the air that water had started entering our house :/"
296070301756821507,"With a day like today, it's hard to believe there is major flooding going on in and around t @ New Farm Park http://t.co/YgMhY19d"
296054508826525696,Out checking the incoming tide - sea's the calmest it's been for days. Hoping the tides don't flood us again. http://t.co/PAlzv9Hc
295776916286345216,"Last time it flooded in Brisbane, I was in Munich. This time, I'm a bit closer to the action. #bigwet http://t.co/DZC9fmRZ"
295700134430396416,Views from outside my unit block... - blue #skies are coming! Stay dry #brisbane.  #bigwet # @ Hamilton http://t.co/aXn12Mdv
295476921033191426,"Candles out, phone charged, checking windows"
295681784677560320,"@nathangielis yup crazy, still a bit of wind but otherwise looks like a normal day now"
295724341134503937,"Bit of water &amp; debris at QPAC, quite tame compared to the battering we suffered  @ Cultural Centre Forecourt http://t.co/8yvYi7Xn"
296016575742504960,Why we've been powerless for a day &amp; a half. #bigwet @ Camp Hill http://t.co/FNvhD3kU
296116915808645121,Thank goodness the gym didn't get flooded haha! Back into training legggo!
295862005544386560,Standing with @PaulPisasale  as he does a brief about the floods #bigwet
295839047732035584,"@Energex keep up the good work guys, I think getting the power on is a higher priority than the website!"
295375188999147520,Had to pick up Dave from work. It's pretty wet out here. Wet N Wild carpark empty - not sure if they're closed.
295546269244469248,Power and Internet connection just came back after 7 hours at Tarragindi. #BigWet #Brisbane #bnestorm
295325068559523840,"@bricooper78 thanks mate, we are getting the tail end of a tropical cyclone &amp; now they are giving us tornado warnings! #iowaweather"
296835112811786240,"Quake: M 5.6, Santa Cruz Islands  http://t.co/EwqWzHTT"
295502601179496448,Sun Jan 27 2013 12:04:44 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-027
295617059432321025,@tdlluvpit @dciphoenix @KenWahl1  Follow live coverage flood crisis in south-east Qld and northern NSW http://t.co/1slleL2A im QLD/NSWborder
295323882863357952,@QPSmedia: Preliminary reports of trees &amp; powerlines down in Toowoomba. Strong winds gusting there. Stay off the roads. #bigwet
295382689995952129,Holy shit didn't realise how bad the floods were until I saw these photos... http://t.co/V7b5GELI
295502264905375744,Sun Jan 27 2013 12:03:24 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E020S Date: 2013-027
295794355346739201,Hoping everyone in South East QLD is safe!
295667184280158209,power has only just came back on my phone died as soon as it went off lastnight the storm is still going deffo gunna die:-(
295757930467307520,"Finally no rain in Brisbane! Loads if trees fallen down, and flood warnings. Bad times"
296863239692767232,@woolnoir power came back on this morning!
296841627668979712,@Telstra Have Foxtel through Telstra Forest Lake 4078 also cable internet both down since the storm any updates on when they are back online
295710103175315457,"@GiulianaRancic Pls send thoughts &amp; prayers to Brisbane, Australia as we deal with another flood disaster! Xx http://t.co/szdxP5Pz"
296061124539977731,"Boats heading down river... #bigwet #brisbane  @ Pier Waterfront, Newstead http://t.co/3TJCxu7O"
296833464425127936,"Quake: Magnitude 6.4, Santa Cruz Islands. http://t.co/m3lpow0r http://t.co/ut6XmFzZ"
295651675748835329,@InjectTheVenum @Shannon_Clare it passed us 4 days ago. Beautiful day in Mackay!
295739018476412928,"It's wet, but according to Miss 8 it is still too hot. #eyemask #water #bigwet  @ Red Hill http://t.co/urIwdVt3"
296034680371830784,Morning everyone how are we all #thebigwetcleanup
296734787450851329,"@MoranGreg where are the MPs supporting their communities? I was told that during flood peak in Mborough, it was chaos with no leadership"
295788191179485184,@mattyintheknow @trentleymc77 so true ! Now we wait to flood :-/
295589734841978880,"Ok clouds, that's really more than enough rain now, you can stop now. stahhhhhhp already"
295813637086531584,I live in a disaster zone. How very metal. Stay safe people! #TheBigWet #QldFloods  @ The Jizznasium http://t.co/COTC3Mf8
296226152039727104,@jadecraven @AlisonFairleigh on the whole is worth it. Except when you suddenly have several massive flood events back to back. :-/
295778485887201280,@LockyerValleyRC: Warrego Highway at Glenore Grove will remain CLOSED until at least tomorrow. Flood levels... http://t.co/gUhhGvoL #fb
295430395548282880,#floods is now trending in #Brisbane http://t.co/XLYcmGe6
296223927305383937,"@skeletonunicorn the waters upto the door, my old place (you stayed at when you were here is completely under) :( http://t.co/fhGkRlmX"
295698219504136192,@SiobhanBrisbane Pretty dry. Up on a hill. We were pretty unaffected by the 2011 floods. Except for leaks :)
295722132971847680,'foam' is now trending in #Brisbane http://t.co/XLYcmGe6
295673213831245824,"Flood maps painful. street suburb maps quicker, more informative Brisbane River Flood Forecast by Suburb http://t.co/Ft7HVUQX #bigwet"
295483071896096768,Apparently it's flooding so I have the ultimate entertainment device ! My camera ! #lonelynights http://t.co/XKVAIfFP
295371062353477634,@kimelizabethh Now there's water coming through the roof. #Tornado http://t.co/jIZPvcRz
295526368488341504,Spending this #bigwet with @shellbiejay  and @liana132 . Weather won't get us down when we are watching #thor
296030953837580288,Starting to bubble up through the gutters in Torwood St. 9am #qldfloods http://t.co/nXUoJSoC
296187240093212672,Someone really pissed off Mother Nature in QLD #australia #2013 #floods http://t.co/WB6Y1lV9
295534572484063233,@example Just wait until it starts flooding.
296080008181608451,Brisbane river right now #bigwet http://t.co/TPyatwqR
295464708503392256,House shaking in the wind. Hmm
296411533146222592,Big shout out to the amazing people of the State Emergency Service for  assisting thousands during the current weather crisis in Qld &amp; NSW
295625653783494656,@campbellnewman Oxley Creek has already cut McDonalds Oxley  off and store was closed yesterday afternoon! Brisbane already been affected!
296455385685045248,@brisbaneroar: we will donate ALL profits from ticket sales for Friday's game to Red Cross Floods Appeal 2013 #GoRoar #qldfloods #bigwet
295764132093898752,We need more sand! @ SES Newmarket http://t.co/z1dqMXZo
296613021453803520,shocker... raining again! ... Fingers crossed we avoid anymore damages .. #brisbane#floods#bigwet #leakyroof
295707890151485442,Tune into @nova1069 for updates on the big wet... Plus a bit of Rihanna/Flo Rida/David Guetta as well  #bigwet #brisfloods
295340669403291648,@76_Burnsy man Woorim beach is getting smashed by huge swell and the dunes are vanishing #bigwet #storm #bribieisland http://t.co/vEzlpdvW
295415878986649601,"Trying to get home, roads closed, an ambulance stuck in the flood waters getting loaded onto a tow  @ Kedron http://t.co/3xUBqWph"
295485961591201793,Lost power cause of this storm front but I've always got a bag of ice and esky ready for my Beer Gotta get your priorities right mate
295792615796920320,"@knakasmarshie am good at the moment, just no electricity"
295827059933061120,It'll be interesting to see who will show up for their appointment at work tomorrow with all the floods. #bigwet #qldfloods
295423336593362944,@BBCWorld: Queensland braces for flooding http://t.co/sWF7UPAY no bloody kidding!!
296091958663868417,@612brisbane Warwick still cut off from Toowoomba &amp; Brisbane. Stranded motorists facing another 24 hours of wait &amp; see #qldfloods #bigwet
295850001689632768,Can Oz cricket be classified as a national disaster. They are as tragic as the Victorian fire &amp; QLD floods. #AUSvSL #BigWet
295605890327904258,"Powers gone, wind squalls, time to try to sleep. So in essence I might be here 2morrow then again I may not. Think I could sleep 4ever."
295688218878308354,Braving the cyclone to do some exercise. (@ Fitness First) http://t.co/jHnNTBRx
295791833374674944,"Floods only going to get worse tonight. 12am and tomorrow morning. Ipswich, Bundy &amp; GC &lt;3"
295662717052801025,This horrible weather please stop! You're blowing away everything just outside my yard... You're making it ugly :( I love you! Stop please.
295800651265478656,@MrsSue23 a cable was washed away in kingaroy. Fiber that services entire central Queensland.
295473381514563584,Power Out For The Second Time In 2 Hrs :(
295491345299148800,#Power flickering in #Oxley &amp; #internet playing up now too. #BigWet #QldFloods
295352819828015104,@walkabout71 you shouldn't be driving. All the roads are flooding
295850478443589632,"Fuck yeah, no school! Wish Seniors got another free day off due to the flooding  But no, bac @ Jess crib  http://t.co/ASyAEoOj"
295685793731706880,"@definatalie I would imagine so, the water is up to our next door neighbours property &amp; we are on princess st just before erobin"
295428410652622848,"@theqldpremier doesn't quite have the tact, good manner and empathy of @annambligh...  In very similar circumstances. #bigwet #qldfloods"
295426417066405888,"@katjoy05 I hope you and your family are ok, stay safe :-)"
295463045705129984,@simultech Itll be fine once I get the kiddos to bed. :) Assuming no more trees fall on our house today. ;)
295695694256283648,Can't fucking believe it's going to flood again here. #qldfloods #floods #qld #Australia
295511059526209536,@Glavicic yeah mate all good. Lots of rain and trees down but nothing serious
295809073859923968,This water is coming through my yard rn :/// http://t.co/Wrka0q4C
296052935115304961,#brisbaneriver about 2m over normal kingtide at end of mollison st. http://t.co/9VK2UzSZ
296026061236490241,this will be the floods 2013 television had to have in an extended edition peak advertisement rates kind of way #qldfloods
295682978456170497,"@PAshleyyyyy sorry for the late reply.. we were safe but its was very scary, today is the same, alot of roads are flooded.."
296115855673151490,We just drove over the Fernvale bridge &amp; it's just barely under it! Gonna spell trouble...
295730392185573376,This is some storm ...300mm of rain overnight &amp; lots of trees down
295742769614430208,Watching QLD news.... Headline... Breakfast creek hotel still serving beer. Phew.... Queenslanders are all ok!!
295394684350652416,Casually taking the car for a swim http://t.co/PHghHhtB
297205596569083904,"@WhoIsWyattBlaze Was good, rained a lot though. How was your break? Have you started work?"
295795123067957248,"@Kate3015 Thanks again Kate. The whole city is on hold, a rerun of 2 years ago, trains stopped, some roads flooded, closed. Surreal really."
295812430888583170,"Can't believe Brisbane and Qld are going through it again, the #Brookwater Golf Course is a mess wind created havoc http://t.co/TbqP7s20"
296224037187751938,Mums rental property is completely under water :( http://t.co/jE7MPAwu
295776424181235712,"Trees down everywhere, such crazy weather"
295381640526569473,Tornado in Mooloolaba? Got out of there just in time this morning!!
295373995627397121,@englishkari no we be good cant get ro town but cant be flooded
295710112692174849,"@AlisonAriotti @energex I am not even in a badly affected area and we lost power at 9:30am today.... I just spent $360 on food,,,,,"
296016754986074112,Burleigh Headland after the storm @ Burleigh Heads http://t.co/pgnt4NfD
295576933578711041,"Pretty sure death is seconds away with the chaos going on outside. Is it ok for my dying wish to be not to die, or is that frowned upon?"
296515031154176000,@ABCemergency unmentioned flood victims need your help!! http://t.co/s3pZAEru
295439892857638912,I wanna meet bam tomorrow but flooded in damn it
296157147237076992,Has anyone got a chain saw to cut up this big fella in Auchenflower? #qldfloods http://t.co/pE43FfcN
295400009262829568,The power is out and my work pants are wet and I have no way of drying them. Bloody Australian weather
295597990373109762,"@dciphoenix @kenwahl1 @NewsTalk4BC @tdlluvpit thanks #Rose, its.04:22hrs was woken by 125km/hr winds &amp; really bad dream.We have u/ground pwr"
295744379505750018,Brisbane river broken its banks at Milton . Bike path under water. http://t.co/ffAMsIWR
295370302823731200,"Heh my town made the news .... Least the rain has mostly stopped, just sporadic showers http://t.co/EhIpYRsA"
296354881286049793,Water off farms in Lockyer to heavy to refine due to lack of water from Wivenhoe to dilute it. Blame politicians not professionals #qldpol
295651361150889986,@KyliePC happened to my grandparents in 2011 floods. Couldn't get past Rocky to NQ. They were at Nundah for 2 weeks!! ;)
297147670382907392,@SwannyDPM @JuliaGillard you just gave $10M to refugees in Mali yet Aust people in dire need in QLD are only worth giving $1M! PATHETIC!
295406005183995905,I'm a little bit surprised we are staying open tonight. This is going to be an interesting service. Leaks and all. #bigwet
295347593511325696,"@Mel_Tea yes hon, all the usual places are flooding... hopefully not as bad as Jan 10, 2011. Staying home &amp; not going anywhere. :-\"
296003763632750592,Books I finished this slightly cyclonic long weekend... Next w'end is all about action / getting out of the house! http://t.co/hTx95ihs
295463393068982272,"@fab10zema sidcup? Did you take your shank? Lol yeah mate we had a cyclone and tornadoes here today, calmed down a bit tho #sos"
295670994998267904,No power for 16 hours..kids have cabin fever and my frustration levels are rising!
295539654827057152,#bremierriver water is getting higher pic taken at midnite #bigwet http://t.co/HDF7HhjA
295803087023648768,"Brisbane awaits another flood, just stay safe #bigwet"
295750373199732737,Finally finishing work 2.5 hrs after we were supposed to land! #extremeweather (@ Virgin Australia Crew Room) http://t.co/klKWNXG0
295341256106721281,Reports of windows imploding in apartments along Alexandra Headland on the Sunshine Coast.
295382648308776960,Holy shit didn't realise how bad the floods were until I saw these photos.. http://t.co/B0nbVE3j
295386696550326272,"@Fabulash_Jaye69 just attempted to go searching for food, rain coming down sideways @george street #drenched!! Good fun!!"
295804777537892352,@travisdwatson sweet keep us informed on the bardon power situation yo
295464249386467329,@lilijeanberry I'm not gonna be able to make it tonight dude. Got stuck in flood water earlier and now it's even worse. Can't get out :( x
295998654475546624,"The rain is gone, the sun is out!...but what is left? Heaps of flood damage  @ Mitchelton http://t.co/rpDcEeGK"
295516047648358400,"Live: Brisbane to flood, wild weather alerts remain via @Y7News http://t.co/xeVrd6OG http://t.co/6M7Yclht"
295429598550843392,@3Jackreed hope ur family is safe up on bribie...
295813643914854400,"@wwos9 where can we watch it in qld? We've had floods all day, need some fun."
295798650095947776,Is raining like the sky is falling down
296178543073820672,RT: @QPSmedia: #bigwet BCC urging residents to reduce water consumption over the next 24-48 hours http://t.co/cAFO2m6p
295384331973705728,These tornados and winds and rain and bad wether can kiss my ass... I don't like ya!
295379287039688704,"What does a true blue Aussie girl do while waiting for a big arsed storm to come? Drink beer and cook damper, mate. http://t.co/jLEeFjrK"
295389634794512386,"At Brisbane Airport, wild gale force winds, pelting torrential rain, massive tree down on Toombul road on the in."
296072219912720384,"@Energex hello Energex, any updates for the 749 residents at forest lake please? A small pocket of the suburb without power two days. Thanks"
295613665779019777,Finally able to get a flight out this morning. After getting cancelled last night. Can't wait to be out of Brisbane. http://t.co/lG1x8fOn
295680981472534528,Break in the rain (@ Starbucks) http://t.co/1K5hjnN3
295891760238952448,Thoughts n prayers 2 those who r effected by the floods If youse need help let us know and LEAGUSnation will try its best to HELP!
295379534071603201,#qldfloods is now trending in #Brisbane http://t.co/XLYcmGe6
295670026306998272,@TheYoungTurks Weather in South East Queensland. 2 x 1/100 in 2 years and #climatechange isn't real? The right are a danger to our planet.
295413759692926977,Our chickens learning to swim #BigWet http://t.co/LcL3SR1h
295377999803588610,"It has rained here for about 8 hours non-stop so far, and apparently won't stop until tomorrow."
296025292085010432,this will be the floods 2013 television had to have in an extended edition peak advertisement rates kind of way #Queensland #Floods
296835457654870017,Inspecting foreshore storm damage across Redcliffe. I'm working with Council to get back to normal. #bigwet http://t.co/tBYsrswz
296235720392183808,"@dnguyennnnnnn_ Oh I have power but at Thach's, there's no power and hot water!"
295974934893711360,@612brisbane ask him about Yeronga ? Power out and yet they say no power outages: planned or unplanned
295356321706958848,@annakissed36 argh. plz stay as safe and dry as possible.
296016451821776896,@sunriseon7 can we have a map of major road closures in QLD?
295788601495678976,@Kate3015 Thanks Kate - so far so good. Council advises our street will get some flooding tomorrow's high tide at 14:30. Ta 4 asking!
295433494614650881,Once sgain I urge anyone affected by the floods to stay indoors n to stay safe! Round Bris the worst is yet to come so look after each other
295813654325108738,Moorooka is still without power all I want is a hot shower after a day of sandbagging
295627124679770112,"#ipswich GET OUT NOW, Bremmer river to peak in next hour, 400 homes expected to flood, Oxley mcDonalds is already cut off by water"
296200590579601408,@Miss_Chezz no some damage but still there now lol can't say about tomorrow lol
297327783829463040,carzy ass storm hitting brisbane again ==
